"Advertiser ID","Advertiser","Campaign Group ID","Campaign Group","Campaign ID","Campaign","Creative Size","Creative ID","Creatives","Channel Type","Channel Subtype","Media Cost","Third-Party CPM Fee","Third-Party CPC Fee","Impressions","Clicks","Conversions","eCPM","CTR","CVR","eCPC","eCPA","Secondary Conversions","Conversion Revenue","ROAS","eCPE","eCPA (Secondary)"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3182542","La famille exploratrice_Native Ad","600x600","13609541","Plages 600x600","Native","Standard","€5,98 ","€0,00 ","€0,00 ","1 631","16","0","€3,67 ","0,98%","0,00%","€0,37 ","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3182542","La famille exploratrice_Native Ad","600x600","13609514","Cap Fréhel - Cap d'Erquy 600x600","Native","Standard","€19,30 ","€0,00 ","€0,00 ","5 269","75","0","€3,66 ","1,42%","0,00%","€0,26 ","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3182542","La famille exploratrice_Native Ad","1200x627","13609548","Lac de Guerledan 1200x627","Native","Standard","€13,14 ","€0,00 ","€0,00 ","3 607","12","0","€3,64 ","0,33%","0,00%","€1,09 ","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3183430","Le couple en quête de déconnexion_Display Ad","300x600","13614195","ploumanach-et-la-cote-de-granit-rose 300x600","Display","Standard","€24,13 ","€0,00 ","€0,00 ","5 839","20","0","€4,13 ","0,34%","0,00%","€1,21 ","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3182542","La famille exploratrice_Native Ad","800x600","13609537","Ecobalades 800x600","Native","Standard","€3,54 ","€0,00 ","€0,00 ","970","3","0","€3,65 ","0,31%","0,00%","€1,18 ","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3182542","La famille exploratrice_Native Ad","600x600","13609544","Balades à vélo 600x600","Native","Standard","€129,79 ","€0,00 ","€0,00 ","35 316","612","0","€3,68 ","1,73%","0,00%","€0,21 ","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3183430","Le couple en quête de déconnexion_Display Ad","728x90","13614206","baie-de-saint-brieuc 728x90","Display","Standard","€9,01 ","€0,00 ","€0,00 ","2 190","0","0","€4,11 ","0,00%","n/a","n/a","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3189086","Le couple en quête de déconnexion_Native Ad","1200x627","13690532","Lac de Guerledan 1200x627","Native","Standard","€34,26 ","€0,00 ","€0,00 ","9 580","35","0","€3,58 ","0,37%","0,00%","€0,98 ","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3189086","Le couple en quête de déconnexion_Native Ad","800x600","13690533","Lac de Guerledan 800x600","Native","Standard","€3,39 ","€0,00 ","€0,00 ","940","2","0","€3,60 ","0,21%","0,00%","€1,69 ","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3182542","La famille exploratrice_Native Ad","800x600","13609516","Cöte de granit rose 800x600","Native","Standard","€4,02 ","€0,00 ","€0,00 ","1 099","4","0","€3,66 ","0,36%","0,00%","€1,00 ","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3183430","Le couple en quête de déconnexion_Display Ad","160x600","13614199","lac-de-guerledan 160x600","Display","Standard","€8,99 ","€0,00 ","€0,00 ","2 180","5","0","€4,13 ","0,23%","0,00%","€1,80 ","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3182542","La famille exploratrice_Native Ad","1200x627","13609545","Sentier des douaniers 1200x627","Native","Standard","€5,76 ","€0,00 ","€0,00 ","1 590","2","0","€3,62 ","0,13%","0,00%","€2,88 ","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3182542","La famille exploratrice_Native Ad","800x600","13609507","Lac de Guerledan 800x600 v2","Native","Standard","€3,57 ","€0,00 ","€0,00 ","980","3","0","€3,65 ","0,31%","0,00%","€1,19 ","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3183430","Le couple en quête de déconnexion_Display Ad","300x250","13614204","baie-de-saint-brieuc 300x250","Display","Standard","€5,07 ","€0,00 ","€0,00 ","1 153","0","0","€4,40 ","0,00%","n/a","n/a","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3182542","La famille exploratrice_Native Ad","800x600","13609531","Gastronomie 800x600","Native","Standard","€2,92 ","€0,00 ","€0,00 ","797","2","0","€3,67 ","0,25%","0,00%","€1,46 ","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3189086","Le couple en quête de déconnexion_Native Ad","600x600","13690516","Gastronomie 600x600","Native","Standard","€62,92 ","€0,00 ","€0,00 ","17 181","302","0","€3,66 ","1,76%","0,00%","€0,21 ","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3182542","La famille exploratrice_Native Ad","800x600","13609546","Sentier des douaniers 800x600","Native","Standard","€2,47 ","€0,00 ","€0,00 ","674","1","0","€3,66 ","0,15%","0,00%","€2,47 ","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3183139","La famille exploratrice_Display Ad","300x250","13613981","cap-frehel-cap-derquy 300x250","Display","Standard","€9,01 ","€0,00 ","€0,00 ","2 188","4","0","€4,12 ","0,18%","0,00%","€2,25 ","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3189086","Le couple en quête de déconnexion_Native Ad","1200x627","13690487","Dinan 1200x627 v2","Native","Standard","€22,49 ","€0,00 ","€0,00 ","6 277","21","0","€3,58 ","0,33%","0,00%","€1,07 ","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3189086","Le couple en quête de déconnexion_Native Ad","1200x627","13690490","Cap Fréhel - Cap d'Erquy 1200x627 v2","Native","Standard","€36,74 ","€0,00 ","€0,00 ","10 265","42","0","€3,58 ","0,41%","0,00%","€0,87 ","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3183430","Le couple en quête de déconnexion_Display Ad","300x250","13614201","ploumanach-et-la-cote-de-granit-rose 300x250","Display","Standard","€4,86 ","€0,00 ","€0,00 ","1 143","0","0","€4,25 ","0,00%","n/a","n/a","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3183139","La famille exploratrice_Display Ad","160x600","13613978","cap-frehel-cap-derquy 160x600","Display","Standard","€3,69 ","€0,00 ","€0,00 ","881","1","0","€4,19 ","0,11%","0,00%","€3,69 ","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3189086","Le couple en quête de déconnexion_Native Ad","1200x627","13690517","Immersion nature 1200x627","Native","Standard","€22,77 ","€0,00 ","€0,00 ","6 375","20","0","€3,57 ","0,31%","0,00%","€1,14 ","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3183139","La famille exploratrice_Display Ad","728x90","13613983","lac-de-guerledan 728x90","Display","Standard","€9,03 ","€0,00 ","€0,00 ","2 185","1","0","€4,13 ","0,05%","0,00%","€9,03 ","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3183139","La famille exploratrice_Display Ad","728x90","13613986","cap-frehel-cap-derquy 728x90","Display","Standard","€8,85 ","€0,00 ","€0,00 ","2 172","1","0","€4,07 ","0,05%","0,00%","€8,85 ","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3183430","Le couple en quête de déconnexion_Display Ad","728x90","13614208","cap-frehel-cap-derquy 728x90","Display","Standard","€9,13 ","€0,00 ","€0,00 ","2 218","0","0","€4,12 ","0,00%","n/a","n/a","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3189086","Le couple en quête de déconnexion_Native Ad","1200x627","13690508","Culture 1200x627","Native","Standard","€31,82 ","€0,00 ","€0,00 ","8 774","29","0","€3,63 ","0,33%","0,00%","€1,10 ","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3182542","La famille exploratrice_Native Ad","600x600","13609550","Lac de Guerledan 600x600","Native","Standard","€24,33 ","€0,00 ","€0,00 ","6 627","99","0","€3,67 ","1,49%","0,00%","€0,25 ","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3182542","La famille exploratrice_Native Ad","600x600","13609502","Cap Fréhel - Cap d'Erquy 600x600 v2","Native","Standard","€24,36 ","€0,00 ","€0,00 ","6 647","97","0","€3,66 ","1,46%","0,00%","€0,25 ","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3182542","La famille exploratrice_Native Ad","600x600","13609505","Dinan 600x600 v2","Native","Standard","€15,89 ","€0,00 ","€0,00 ","4 323","58","0","€3,68 ","1,34%","0,00%","€0,27 ","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3183430","Le couple en quête de déconnexion_Display Ad","300x600","13614194","baie-de-saint-brieuc 300x600","Display","Standard","€13,51 ","€0,00 ","€0,00 ","3 295","16","0","€4,10 ","0,49%","0,00%","€0,84 ","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3189086","Le couple en quête de déconnexion_Native Ad","800x600","13690503","Cöte de granit rose 800x600","Native","Standard","€2,57 ","€0,00 ","€0,00 ","706","1","0","€3,64 ","0,14%","0,00%","€2,57 ","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3182542","La famille exploratrice_Native Ad","600x600","13609511","Sentier des douaniers 600x600 v2","Native","Standard","€4,24 ","€0,00 ","€0,00 ","1 159","12","0","€3,66 ","1,04%","0,00%","€0,35 ","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3189086","Le couple en quête de déconnexion_Native Ad","600x600","13690528","Balades à vélo 600x600","Native","Standard","€30,43 ","€0,00 ","€0,00 ","8 303","138","0","€3,67 ","1,66%","0,00%","€0,22 ","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3189086","Le couple en quête de déconnexion_Native Ad","800x600","13690509","Culture 800x600","Native","Standard","€3,02 ","€0,00 ","€0,00 ","827","1","0","€3,65 ","0,12%","0,00%","€3,02 ","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3189086","Le couple en quête de déconnexion_Native Ad","600x600","13690519","Immersion nature 600x600","Native","Standard","€55,33 ","€0,00 ","€0,00 ","15 124","257","0","€3,66 ","1,70%","0,00%","€0,22 ","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3182542","La famille exploratrice_Native Ad","800x600","13609504","Dinan 800x600 v2","Native","Standard","€2,58 ","€0,00 ","€0,00 ","701","0","0","€3,68 ","0,00%","n/a","n/a","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3182542","La famille exploratrice_Native Ad","600x600","13609499","Cöte de granit rose 600x600 v2","Native","Standard","€7,99 ","€0,00 ","€0,00 ","2 177","27","0","€3,67 ","1,24%","0,00%","€0,30 ","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3189086","Le couple en quête de déconnexion_Native Ad","1200x627","13690526","Balades à vélo 1200x627","Native","Standard","€9,92 ","€0,00 ","€0,00 ","2 799","6","0","€3,54 ","0,21%","0,00%","€1,65 ","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3182542","La famille exploratrice_Native Ad","1200x627","13609527","Aquatique 1200x627","Native","Standard","€7,86 ","€0,00 ","€0,00 ","2 158","5","0","€3,64 ","0,23%","0,00%","€1,57 ","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3182542","La famille exploratrice_Native Ad","1200x627","13609524","Culture 1200x627","Native","Standard","€5,58 ","€0,00 ","€0,00 ","1 537","2","0","€3,63 ","0,13%","0,00%","€2,79 ","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3182542","La famille exploratrice_Native Ad","800x600","13609540","Plages 800x600","Native","Standard","€5,39 ","€0,00 ","€0,00 ","1 463","3","0","€3,68 ","0,21%","0,00%","€1,80 ","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3182542","La famille exploratrice_Native Ad","800x600","13609498","Cöte de granit rose 800x600 v2","Native","Standard","€2,61 ","€0,00 ","€0,00 ","712","2","0","€3,66 ","0,28%","0,00%","€1,30 ","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3182542","La famille exploratrice_Native Ad","1200x627","13609503","Dinan 1200x627 v2","Native","Standard","€12,85 ","€0,00 ","€0,00 ","3 518","11","0","€3,65 ","0,31%","0,00%","€1,17 ","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3189086","Le couple en quête de déconnexion_Native Ad","600x600","13690483","Sentier des douaniers 600x600 v2","Native","Standard","€36,53 ","€0,00 ","€0,00 ","9 985","165","0","€3,66 ","1,65%","0,00%","€0,22 ","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3189086","Le couple en quête de déconnexion_Native Ad","600x600","13690495","Cöte de granit rose 600x600 v2","Native","Standard","€13,59 ","€0,00 ","€0,00 ","3 725","51","0","€3,65 ","1,37%","0,00%","€0,27 ","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3182542","La famille exploratrice_Native Ad","1200x627","13609494","L'île de Bréhat 1200x627 v2","Native","Standard","€9,58 ","€0,00 ","€0,00 ","2 637","9","0","€3,63 ","0,34%","0,00%","€1,06 ","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3183139","La famille exploratrice_Display Ad","160x600","13613976","baie-de-saint-brieuc 160x600","Display","Standard","€2,94 ","€0,00 ","€0,00 ","697","0","0","€4,22 ","0,00%","n/a","n/a","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3182542","La famille exploratrice_Native Ad","600x600","13609523","Activités familiales 600x600","Native","Standard","€5,25 ","€0,00 ","€0,00 ","1 431","13","0","€3,67 ","0,91%","0,00%","€0,40 ","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3189086","Le couple en quête de déconnexion_Native Ad","1200x627","13690514","Gastronomie 1200x627","Native","Standard","€14,67 ","€0,00 ","€0,00 ","4 144","13","0","€3,54 ","0,31%","0,00%","€1,13 ","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3182542","La famille exploratrice_Native Ad","1200x627","13609542","Balades à vélo 1200x627","Native","Standard","€27,82 ","€0,00 ","€0,00 ","7 678","18","0","€3,62 ","0,23%","0,00%","€1,55 ","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3189086","Le couple en quête de déconnexion_Native Ad","800x600","13690524","Plages 800x600","Native","Standard","€3,83 ","€0,00 ","€0,00 ","1 054","2","0","€3,63 ","0,19%","0,00%","€1,91 ","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3182542","La famille exploratrice_Native Ad","600x600","13609496","L'île de Bréhat 600x600 v2","Native","Standard","€13,34 ","€0,00 ","€0,00 ","3 633","48","0","€3,67 ","1,32%","0,00%","€0,28 ","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3189086","Le couple en quête de déconnexion_Native Ad","800x600","13690521","Ecobalades 800x600","Native","Standard","€3,00 ","€0,00 ","€0,00 ","827","1","0","€3,63 ","0,12%","0,00%","€3,00 ","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3189086","Le couple en quête de déconnexion_Native Ad","600x600","13690510","Culture 600x600","Native","Standard","€6,74 ","€0,00 ","€0,00 ","1 851","21","0","€3,64 ","1,13%","0,00%","€0,32 ","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3183139","La famille exploratrice_Display Ad","160x600","13613977","lac-de-guerledan 160x600","Display","Standard","€3,64 ","€0,00 ","€0,00 ","864","1","0","€4,21 ","0,12%","0,00%","€3,64 ","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3189086","Le couple en quête de déconnexion_Native Ad","800x600","13690482","Sentier des douaniers 800x600 v2","Native","Standard","€4,16 ","€0,00 ","€0,00 ","1 153","3","0","€3,61 ","0,26%","0,00%","€1,39 ","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3183430","Le couple en quête de déconnexion_Display Ad","728x90","13614207","ploumanach-et-la-cote-de-granit-rose 728x90","Display","Standard","€8,96 ","€0,00 ","€0,00 ","2 183","0","0","€4,11 ","0,00%","n/a","n/a","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3182542","La famille exploratrice_Native Ad","1200x627","13609497","Cöte de granit rose 1200x627 v2","Native","Standard","€6,62 ","€0,00 ","€0,00 ","1 815","3","0","€3,65 ","0,17%","0,00%","€2,21 ","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3182542","La famille exploratrice_Native Ad","800x600","13609549","Lac de Guerledan 800x600","Native","Standard","€2,94 ","€0,00 ","€0,00 ","804","2","0","€3,66 ","0,25%","0,00%","€1,47 ","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3182542","La famille exploratrice_Native Ad","600x600","13609526","Culture 600x600","Native","Standard","€11,53 ","€0,00 ","€0,00 ","3 141","38","0","€3,67 ","1,21%","0,00%","€0,30 ","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3189086","Le couple en quête de déconnexion_Native Ad","1200x627","13690499","Cap Fréhel - Cap d'Erquy 1200x627","Native","Standard","€14,19 ","€0,00 ","€0,00 ","3 947","12","0","€3,59 ","0,30%","0,00%","€1,18 ","n/a","0","€0,00 ","0,00%","n/a","n/a"
"126243","Côtes-d'Armor Destination","436943","Campagne Communication Côtes-d'Armor Destination x Agence hémisphère Sud","3189086","Le couple en quête de déconnexion_Native Ad","800x600","13690488","Dinan 800x600 v2","Native","Standard","€3,78 ","€0,00 ","€0,00 ","1 042","2","0","€3,63 ","0,19%","0,00%","€1,89 ","n/a","0","€0,00 ","0,00%","n/a","n/a"
